Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_disease,Host,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR12623321,AMPLICON,278,9302065,PRJNA639066,SAMN16099867,Pathogen.cl,5041302,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9106019,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0306,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/11/2020 17:00,TX-DSHS-0306,SRP267052,SARS-CoV-2/USA/TX-DSHS-0306/2020
SRR12623322,AMPLICON,289,7513960,PRJNA639066,SAMN16099866,Pathogen.cl,4278897,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9106018,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0305,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/11/2020 17:00,TX-DSHS-0305,SRP267052,SARS-CoV-2/USA/TX-DSHS-0305/2020
SRR12623323,AMPLICON,277,9206914,PRJNA639066,SAMN16099865,Pathogen.cl,4961289,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9106017,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0304,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/11/2020 17:00,TX-DSHS-0304,SRP267052,SARS-CoV-2/USA/TX-DSHS-0304/2020
SRR12623324,AMPLICON,282,9033520,PRJNA639066,SAMN16099864,Pathogen.cl,4725048,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9106016,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0302,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/11/2020 17:00,TX-DSHS-0302,SRP267052,SARS-CoV-2/USA/TX-DSHS-0302/2020
SRR12623325,AMPLICON,281,9624982,PRJNA639066,SAMN16099855,Pathogen.cl,4938548,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9106015,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0292,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/11/2020 17:00,TX-DSHS-0292,SRP267052,SARS-CoV-2/USA/TX-DSHS-0292/2020
SRR12623326,AMPLICON,278,9630329,PRJNA639066,SAMN16099854,Pathogen.cl,5473108,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9106014,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0291,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/11/2020 17:00,TX-DSHS-0291,SRP267052,SARS-CoV-2/USA/TX-DSHS-0291/2020
SRR13011335,AMPLICON,295,10124588,PRJNA639066,SAMN16709743,Pathogen.cl,5363753,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462438,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1186,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1186,SRP267052,SARS-CoV-2/USA/TX-DSHS-1186/2020
SRR13011336,AMPLICON,302,9342278,PRJNA639066,SAMN16709742,Pathogen.cl,4974413,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462437,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1185,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1185,SRP267052,SARS-CoV-2/USA/TX-DSHS-1185/2020
SRR13011337,AMPLICON,284,9826495,PRJNA639066,SAMN16709741,Pathogen.cl,5096068,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462436,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1184,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1184,SRP267052,SARS-CoV-2/USA/TX-DSHS-1184/2020
SRR13011338,AMPLICON,287,10124781,PRJNA639066,SAMN16709740,Pathogen.cl,5313427,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462435,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1183,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1183,SRP267052,SARS-CoV-2/USA/TX-DSHS-1183/2020
SRR13011339,AMPLICON,282,9189219,PRJNA639066,SAMN16709739,Pathogen.cl,4854225,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462434,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1182,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1182,SRP267052,SARS-CoV-2/USA/TX-DSHS-1182/2020
SRR13011340,AMPLICON,283,10919225,PRJNA639066,SAMN16709781,Pathogen.cl,5707081,TX-SARS-COV-2,Texas Department of State Health Services,3/30/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462433,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1224,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1224,SRP267052,SARS-CoV-2/USA/TX-DSHS-1224/2020
SRR13011341,AMPLICON,286,9722696,PRJNA639066,SAMN16709780,Pathogen.cl,5184083,TX-SARS-COV-2,Texas Department of State Health Services,3/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462432,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1223,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1223,SRP267052,SARS-CoV-2/USA/TX-DSHS-1223/2020
SRR13011342,AMPLICON,284,9643149,PRJNA639066,SAMN16709779,Pathogen.cl,5178087,TX-SARS-COV-2,Texas Department of State Health Services,3/30/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462431,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1222,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1222,SRP267052,SARS-CoV-2/USA/TX-DSHS-1222/2020
SRR13011343,AMPLICON,283,9884689,PRJNA639066,SAMN16709778,Pathogen.cl,5212332,TX-SARS-COV-2,Texas Department of State Health Services,3/30/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462430,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1221,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1221,SRP267052,SARS-CoV-2/USA/TX-DSHS-1221/2020
SRR13011344,AMPLICON,280,9337866,PRJNA639066,SAMN16709777,Pathogen.cl,4872567,TX-SARS-COV-2,Texas Department of State Health Services,3/28/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462429,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1220,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1220,SRP267052,SARS-CoV-2/USA/TX-DSHS-1220/2020
SRR13011345,AMPLICON,282,9922834,PRJNA639066,SAMN16709776,Pathogen.cl,5373410,TX-SARS-COV-2,Texas Department of State Health Services,3/28/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462428,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1219,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1219,SRP267052,SARS-CoV-2/USA/TX-DSHS-1219/2020
SRR13011346,AMPLICON,292,9466242,PRJNA639066,SAMN16709775,Pathogen.cl,5060915,TX-SARS-COV-2,Texas Department of State Health Services,3/27/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462427,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1218,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1218,SRP267052,SARS-CoV-2/USA/TX-DSHS-1218/2020
SRR13011347,AMPLICON,284,10253008,PRJNA639066,SAMN16709774,Pathogen.cl,5734463,TX-SARS-COV-2,Texas Department of State Health Services,3/23/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462426,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1217,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1217,SRP267052,SARS-CoV-2/USA/TX-DSHS-1217/2020
SRR13011348,AMPLICON,283,9565155,PRJNA639066,SAMN16709738,Pathogen.cl,5334599,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462425,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1181,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1181,SRP267052,SARS-CoV-2/USA/TX-DSHS-1181/2020
SRR13011349,AMPLICON,285,8685997,PRJNA639066,SAMN16709773,Pathogen.cl,4653058,TX-SARS-COV-2,Texas Department of State Health Services,3/20/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462424,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1216,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1216,SRP267052,SARS-CoV-2/USA/TX-DSHS-1216/2020
SRR13011350,AMPLICON,283,9485852,PRJNA639066,SAMN16709772,Pathogen.cl,5091069,TX-SARS-COV-2,Texas Department of State Health Services,3/19/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462423,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1215,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1215,SRP267052,SARS-CoV-2/USA/TX-DSHS-1215/2020
SRR13011351,AMPLICON,282,9764896,PRJNA639066,SAMN16709771,Pathogen.cl,5124265,TX-SARS-COV-2,Texas Department of State Health Services,3/19/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462422,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1214,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1214,SRP267052,SARS-CoV-2/USA/TX-DSHS-1214/2020
SRR13011352,AMPLICON,286,11012443,PRJNA639066,SAMN16709770,Pathogen.cl,5920232,TX-SARS-COV-2,Texas Department of State Health Services,3/19/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462421,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1213,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1213,SRP267052,SARS-CoV-2/USA/TX-DSHS-1213/2020
SRR13011353,AMPLICON,285,9919025,PRJNA639066,SAMN16709769,Pathogen.cl,5164443,TX-SARS-COV-2,Texas Department of State Health Services,3/19/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462420,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1212,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1212,SRP267052,SARS-CoV-2/USA/TX-DSHS-1212/2020
SRR13011354,AMPLICON,287,9781955,PRJNA639066,SAMN16709768,Pathogen.cl,5335279,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462419,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1211,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1211,SRP267052,SARS-CoV-2/USA/TX-DSHS-1211/2020
SRR13011355,AMPLICON,289,9024368,PRJNA639066,SAMN16709767,Pathogen.cl,4995071,TX-SARS-COV-2,Texas Department of State Health Services,3/18/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462418,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1210,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1210,SRP267052,SARS-CoV-2/USA/TX-DSHS-1210/2020
SRR13011356,AMPLICON,283,8908799,PRJNA639066,SAMN16709766,Pathogen.cl,4785494,TX-SARS-COV-2,Texas Department of State Health Services,3/18/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462417,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1209,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1209,SRP267052,SARS-CoV-2/USA/TX-DSHS-1209/2020
SRR13011357,AMPLICON,291,10290267,PRJNA639066,SAMN16709765,Pathogen.cl,5486728,TX-SARS-COV-2,Texas Department of State Health Services,3/18/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462416,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1208,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1208,SRP267052,SARS-CoV-2/USA/TX-DSHS-1208/2020
SRR13011358,AMPLICON,274,7962368,PRJNA639066,SAMN16709764,Pathogen.cl,4270924,TX-SARS-COV-2,Texas Department of State Health Services,3/18/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462415,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1207,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1207,SRP267052,SARS-CoV-2/USA/TX-DSHS-1207/2020
SRR13011359,AMPLICON,284,9656995,PRJNA639066,SAMN16709737,Pathogen.cl,5155361,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462414,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1180,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1180,SRP267052,SARS-CoV-2/USA/TX-DSHS-1180/2020
SRR13011360,AMPLICON,284,9406015,PRJNA639066,SAMN16709763,Pathogen.cl,4921176,TX-SARS-COV-2,Texas Department of State Health Services,3/18/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462413,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1206,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1206,SRP267052,SARS-CoV-2/USA/TX-DSHS-1206/2020
SRR13011361,AMPLICON,293,9934704,PRJNA639066,SAMN16709762,Pathogen.cl,5185903,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462412,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1205,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1205,SRP267052,SARS-CoV-2/USA/TX-DSHS-1205/2020
SRR13011362,AMPLICON,294,9870643,PRJNA639066,SAMN16709761,Pathogen.cl,5444912,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462411,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1204,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1204,SRP267052,SARS-CoV-2/USA/TX-DSHS-1204/2020
SRR13011363,AMPLICON,288,10023985,PRJNA639066,SAMN16709760,Pathogen.cl,5257071,TX-SARS-COV-2,Texas Department of State Health Services,3/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462410,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1203,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1203,SRP267052,SARS-CoV-2/USA/TX-DSHS-1203/2020
SRR13011364,AMPLICON,293,9910929,PRJNA639066,SAMN16709759,Pathogen.cl,5280664,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462409,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1202,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1202,SRP267052,SARS-CoV-2/USA/TX-DSHS-1202/2020
SRR13011365,AMPLICON,297,8549172,PRJNA639066,SAMN16709758,Pathogen.cl,4659419,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462408,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1201,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1201,SRP267052,SARS-CoV-2/USA/TX-DSHS-1201/2020
SRR13011366,AMPLICON,283,8759215,PRJNA639066,SAMN16709757,Pathogen.cl,4741758,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462407,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1200,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1200,SRP267052,SARS-CoV-2/USA/TX-DSHS-1200/2020
SRR13011367,AMPLICON,285,9654047,PRJNA639066,SAMN16709756,Pathogen.cl,5036153,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462406,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1199,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1199,SRP267052,SARS-CoV-2/USA/TX-DSHS-1199/2020
SRR13011368,AMPLICON,281,9096907,PRJNA639066,SAMN16709755,Pathogen.cl,4950231,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462405,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1198,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1198,SRP267052,SARS-CoV-2/USA/TX-DSHS-1198/2020
SRR13011369,AMPLICON,284,8978221,PRJNA639066,SAMN16709754,Pathogen.cl,4738297,TX-SARS-COV-2,Texas Department of State Health Services,3/17/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462404,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1197,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1197,SRP267052,SARS-CoV-2/USA/TX-DSHS-1197/2020
SRR13011370,AMPLICON,285,11122696,PRJNA639066,SAMN16709736,Pathogen.cl,5951128,TX-SARS-COV-2,Texas Department of State Health Services,6/16/2020,public,sra,ncbi,ncbi.public,SRX9462403,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-1179,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1179,SRP267052,SARS-CoV-2/USA/TX-DSHS-1179/2020
SRR13011371,AMPLICON,281,9497864,PRJNA639066,SAMN16709753,Pathogen.cl,5092575,TX-SARS-COV-2,Texas Department of State Health Services,3/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462402,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1196,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1196,SRP267052,SARS-CoV-2/USA/TX-DSHS-1196/2020
SRR13011372,AMPLICON,284,8119098,PRJNA639066,SAMN16709752,Pathogen.cl,4385989,TX-SARS-COV-2,Texas Department of State Health Services,3/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462401,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1195,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1195,SRP267052,SARS-CoV-2/USA/TX-DSHS-1195/2020
SRR13011373,AMPLICON,284,10160523,PRJNA639066,SAMN16709751,Pathogen.cl,5475735,TX-SARS-COV-2,Texas Department of State Health Services,3/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462400,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1194,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1194,SRP267052,SARS-CoV-2/USA/TX-DSHS-1194/2020
SRR13011374,AMPLICON,284,9179763,PRJNA639066,SAMN16709750,Pathogen.cl,4824542,TX-SARS-COV-2,Texas Department of State Health Services,3/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462399,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1193,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1193,SRP267052,SARS-CoV-2/USA/TX-DSHS-1193/2020
SRR13011375,AMPLICON,296,10026724,PRJNA639066,SAMN16709749,Pathogen.cl,5225154,TX-SARS-COV-2,Texas Department of State Health Services,3/16/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462398,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1192,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1192,SRP267052,SARS-CoV-2/USA/TX-DSHS-1192/2020
SRR13011376,AMPLICON,297,9037571,PRJNA639066,SAMN16709748,Pathogen.cl,4867000,TX-SARS-COV-2,Texas Department of State Health Services,3/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9462397,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,Uknown,missing,TX-DSHS-1191,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,11/8/2020 16:00,TX-DSHS-1191,SRP267052,SARS-CoV-2/USA/TX-DSHS-1191/2020
